flight_operation_id,flightid,avbseats,status,route_id,weather_conditions,aircraftid,aircraft_name,totalseats,aircraft_status,manufacturer,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_elevation,departure_is_international,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_elevation,arrival_is_international,departure_date,departure_month,departure_year,departure_time,departure_hours,departure_minutes,departure_meridiem,arrival_date,arrival_month,arrival_year,arrival_time,arrival_hours,arrival_minutes,arrival_meridiem,route_duration,distance,route_cost,booked_seats
2125,1191,109,Delayed,1057,Bad,104,Aircraft50,300,Active,Boeing,A151,Airport151,City151,Country151,3188,True,A2,Airport2,City2,Country2,395,False,2024-04-20,4,2024,08:02:54.862865,8,2,AM,2024-04-20,4,2024,11:02:54.862865,11,2,AM,180,2646.407211028632,5293,191
2127,1192,41,Scheduled,822,Good,82,Aircraft22,244,Active,Boeing,A80,Airport80,City80,Country80,4791,True,A488,Airport488,City488,Country488,561,True,2024-04-06,4,2024,13:33:10.172500,13,33,PM,2024-04-06,4,2024,13:42:10.172500,13,42,PM,9,4512.0,9024,203
2129,1193,223,Delayed,813,Bad,81,Aircraft21,277,Active,Boeing,A163,Airport163,City163,Country163,2651,True,A201,Airport201,City201,Country201,318,True,2024-03-29,3,2024,06:43:01.648786,6,43,AM,2024-03-29,3,2024,06:52:01.648786,6,52,AM,9,3804.0,7608,54
2131,1194,100,Delayed,307,Bad,95,Aircraft41,124,Active,Boeing,A269,Airport269,City269,Country269,1729,True,A99,Airport99,City99,Country99,2696,True,2024-05-28,5,2024,22:48:52.828699,22,48,PM,2024-05-28,5,2024,23:04:13.828699,23,4,PM,15,1942.0,3884,24
2133,1195,42,Scheduled,490,Good,80,Aircraft15,177,Active,Boeing,A370,Airport370,City370,Country370,2615,True,A33,Airport33,City33,Country33,3966,False,2024-03-14,3,2024,03:28:39.922022,3,28,AM,2024-03-14,3,2024,06:28:39.922022,6,28,AM,180,2646.407211028632,5293,135
2135,1196,161,Delayed,1081,Good,73,Aircraft10,182,Active,Airbus,A251,Airport251,City251,Country251,4001,True,A143,Airport143,City143,Country143,1953,True,2024-05-01,5,2024,18:46:38.481748,18,46,PM,2024-05-01,5,2024,23:46:38.481748,23,46,PM,300,3761.0,7522,21
2137,1197,83,Delayed,108,Bad,91,Aircraft36,248,Active,Airbus,A295,Airport295,City295,Country295,4921,True,A296,Airport296,City296,Country296,4270,True,2024-04-25,4,2024,16:56:06.966395,16,56,PM,2024-04-25,4,2024,17:46:06.966395,17,46,PM,50,2646.407211028632,5293,165
2139,1198,166,Scheduled,723,Bad,92,Aircraft38,257,Active,Boeing,A33,Airport33,City33,Country33,3966,False,A464,Airport464,City464,Country464,1939,False,2024-03-01,3,2024,21:17:15.113952,21,17,PM,2024-03-01,3,2024,22:04:15.113952,22,4,PM,47,4775.0,9550,91
2141,1199,145,Scheduled,241,Good,81,Aircraft21,277,Active,Boeing,A253,Airport253,City253,Country253,105,False,A175,Airport175,City175,Country175,1200,True,2024-04-10,4,2024,02:49:02.654010,2,49,AM,2024-04-10,4,2024,04:49:02.654010,4,49,AM,120,983.0,1966,132
2143,1200,242,Delayed,851,Good,81,Aircraft21,277,Active,Boeing,A263,Airport263,City263,Country263,2207,True,A173,Airport173,City173,Country173,2056,True,2024-03-06,3,2024,00:01:13.760660,0,1,AM,2024-03-06,3,2024,04:01:13.760660,4,1,AM,240,5085.0,10170,35
2145,1201,206,Scheduled,1039,Bad,92,Aircraft38,257,Active,Boeing,A468,Airport468,City468,Country468,2387,False,A441,Airport441,City441,Country441,4219,True,2024-05-01,5,2024,17:03:11.616790,17,3,PM,2024-05-01,5,2024,18:03:11.616790,18,3,PM,60,3692.0,7384,51
2147,1202,46,Scheduled,385,Good,85,Aircraft26,165,Active,Boeing,A209,Airport209,City209,Country209,152,False,A13,Airport13,City13,Country13,4839,False,2024-05-06,5,2024,18:13:08.903492,18,13,PM,2024-05-06,5,2024,18:46:08.903492,18,46,PM,33,2646.407211028632,5293,119
2149,1203,103,Scheduled,816,Bad,76,Aircraft15,276,Active,Airbus,A220,Airport220,City220,Country220,2858,False,A130,Airport130,City130,Country130,3018,False,2024-05-17,5,2024,14:32:32.701015,14,32,PM,2024-05-17,5,2024,19:32:32.701015,19,32,PM,300,2646.407211028632,5293,173
2151,1204,141,Scheduled,550,Bad,92,Aircraft38,257,Active,Boeing,A369,Airport369,City369,Country369,223,False,A107,Airport107,City107,Country107,4853,True,2024-05-28,5,2024,01:09:48.828699,1,9,AM,2024-05-28,5,2024,05:36:59.828699,5,36,AM,267,2646.407211028632,5293,116
2153,1205,181,Delayed,1082,Good,77,Aircraft16,254,Active,Boeing,A152,Airport152,City152,Country152,1699,False,A487,Airport487,City487,Country487,4678,True,2024-05-23,5,2024,15:01:43.706302,15,1,PM,2024-05-23,5,2024,16:35:43.706302,16,35,PM,94,2646.407211028632,5293,73
2155,1206,28,Scheduled,928,Bad,85,Aircraft26,165,Active,Boeing,A401,Airport401,City401,Country401,3881,False,A199,Airport199,City199,Country199,4337,True,2024-03-01,3,2024,13:26:30.961391,13,26,PM,2024-03-01,3,2024,14:26:30.961391,14,26,PM,60,2003.0,4006,137
2157,1207,109,Delayed,201,Good,82,Aircraft22,244,Active,Boeing,A317,Airport317,City317,Country317,3690,False,A69,Airport69,City69,Country69,2818,True,2024-03-28,3,2024,12:00:03.394885,12,0,PM,2024-03-28,3,2024,16:00:03.394885,16,0,PM,240,1519.0,3038,135
2159,1208,179,Delayed,293,Good,91,Aircraft36,248,Active,Airbus,A466,Airport466,City466,Country466,1442,False,A49,Airport49,City49,Country49,4392,False,2024-03-21,3,2024,22:32:01.627407,22,32,PM,2024-03-21,3,2024,23:02:01.627407,23,2,PM,30,4870.0,9740,69
2161,1209,88,Delayed,215,Bad,75,Aircraft13,144,Active,Airbus,A78,Airport78,City78,Country78,4460,True,A56,Airport56,City56,Country56,1190,False,2024-03-10,3,2024,11:18:23.050990,11,18,AM,2024-03-10,3,2024,12:52:23.050990,12,52,PM,94,1061.0,2122,56
2163,1210,206,Scheduled,188,Good,79,Aircraft18,207,Active,Boeing,A167,Airport167,City167,Country167,1352,True,A377,Airport377,City377,Country377,2499,False,2024-03-02,3,2024,23:36:32.693235,23,36,PM,2024-03-03,3,2024,00:55:32.693235,0,55,AM,79,2646.407211028632,5293,1
2165,1211,17,Scheduled,343,Bad,75,Aircraft13,144,Active,Airbus,A123,Airport123,City123,Country123,547,True,A261,Airport261,City261,Country261,2275,True,2024-03-05,3,2024,14:55:29.148004,14,55,PM,2024-03-05,3,2024,16:55:29.148004,16,55,PM,120,4580.0,9160,127
2167,1212,168,Delayed,471,Bad,91,Aircraft36,248,Active,Airbus,A311,Airport311,City311,Country311,4870,True,A220,Airport220,City220,Country220,2858,False,2024-04-05,4,2024,14:09:08.452205,14,9,PM,2024-04-05,4,2024,16:09:08.452205,16,9,PM,120,2919.0,5838,80
2169,1213,102,Scheduled,408,Bad,81,Aircraft21,277,Active,Boeing,A455,Airport455,City455,Country455,4205,False,A385,Airport385,City385,Country385,1647,False,2024-05-20,5,2024,09:00:48.846897,9,0,AM,2024-05-20,5,2024,11:00:48.846897,11,0,AM,120,3769.0,7538,175
2171,1214,245,Delayed,222,Bad,76,Aircraft15,276,Active,Airbus,A113,Airport113,City113,Country113,2284,True,A4,Airport4,City4,Country4,2797,False,2024-03-12,3,2024,07:59:52.532119,7,59,AM,2024-03-12,3,2024,08:15:52.532119,8,15,AM,16,394.0,788,31
2173,1215,218,Delayed,466,Good,71,Aircraft6,337,Active,Boeing,A323,Airport323,City323,Country323,3781,True,A445,Airport445,City445,Country445,4839,True,2024-04-23,4,2024,08:59:55.271313,8,59,AM,2024-04-23,4,2024,11:59:55.271313,11,59,AM,180,1888.0,3776,119
2175,1216,245,Scheduled,328,Bad,77,Aircraft16,254,Active,Boeing,A333,Airport333,City333,Country333,4659,True,A72,Airport72,City72,Country72,91,True,2024-05-28,5,2024,11:50:34.833831,11,50,AM,2024-05-28,5,2024,21:32:46.833831,21,32,PM,582,4545.0,9090,9
2177,1217,95,Delayed,852,Good,77,Aircraft16,254,Active,Boeing,A340,Airport340,City340,Country340,3241,False,A445,Airport445,City445,Country445,4839,True,2024-05-07,5,2024,08:00:19.992217,8,0,AM,2024-05-07,5,2024,09:00:19.992217,9,0,AM,60,2469.0,4938,159
2179,1218,252,Scheduled,547,Bad,77,Aircraft16,254,Active,Boeing,A9,Airport9,City9,Country9,4107,False,A18,Airport18,City18,Country18,4858,True,2024-05-28,5,2024,01:43:46.833831,1,43,AM,2024-05-28,5,2024,04:39:59.833831,4,39,AM,176,4746.0,9492,2
2181,1219,158,Delayed,291,Bad,82,Aircraft22,244,Active,Boeing,A233,Airport233,City233,Country233,3754,True,A194,Airport194,City194,Country194,2651,True,2024-05-13,5,2024,05:15:30.135604,5,15,AM,2024-05-13,5,2024,06:04:30.135604,6,4,AM,49,789.0,1578,86
2183,1220,109,Scheduled,197,Bad,104,Aircraft50,300,Active,Boeing,A466,Airport466,City466,Country466,1442,False,A447,Airport447,City447,Country447,1588,False,2024-03-18,3,2024,15:06:58.053918,15,6,PM,2024-03-18,3,2024,15:45:58.053918,15,45,PM,39,2906.0,5812,191
2185,1221,165,Scheduled,914,Bad,92,Aircraft38,257,Active,Boeing,A107,Airport107,City107,Country107,4853,True,A486,Airport486,City486,Country486,4234,True,2024-03-11,3,2024,16:54:25.066480,16,54,PM,2024-03-11,3,2024,21:54:25.066480,21,54,PM,300,2646.407211028632,5293,92
2187,1222,109,Delayed,625,Good,82,Aircraft22,244,Active,Boeing,A386,Airport386,City386,Country386,251,False,A322,Airport322,City322,Country322,4811,True,2024-03-23,3,2024,07:30:59.056580,7,30,AM,2024-03-23,3,2024,09:02:59.056580,9,2,AM,92,2646.407211028632,5293,135
2189,1223,109,Delayed,633,Bad,98,Aircraft33,201,Active,Airbus,A216,Airport216,City216,Country216,2978,False,A82,Airport82,City82,Country82,990,False,2024-04-28,4,2024,11:52:58.331319,11,52,AM,2024-04-28,4,2024,14:52:58.331319,14,52,PM,180,3129.0,6258,92
2191,1224,126,Scheduled,742,Bad,98,Aircraft33,201,Active,Airbus,A270,Airport270,City270,Country270,4962,True,A190,Airport190,City190,Country190,2931,True,2024-05-19,5,2024,18:53:21.136800,18,53,PM,2024-05-19,5,2024,23:53:21.136800,23,53,PM,300,613.0,1226,75
2193,1225,71,Delayed,229,Bad,95,Aircraft41,124,Active,Boeing,A357,Airport357,City357,Country357,3625,False,A492,Airport492,City492,Country492,457,True,2024-05-16,5,2024,06:49:34.274532,6,49,AM,2024-05-16,5,2024,08:49:34.274532,8,49,AM,120,2646.407211028632,5293,53
2195,1226,23,Delayed,293,Good,75,Aircraft13,144,Active,Airbus,A466,Airport466,City466,Country466,1442,False,A49,Airport49,City49,Country49,4392,False,2024-04-21,4,2024,09:55:17.613331,9,55,AM,2024-04-21,4,2024,10:07:17.613331,10,7,AM,12,4870.0,9740,121
2197,1227,105,Scheduled,244,Good,104,Aircraft50,300,Active,Boeing,A222,Airport222,City222,Country222,1075,False,A19,Airport19,City19,Country19,644,True,2024-05-06,5,2024,09:48:26.714619,9,48,AM,2024-05-06,5,2024,10:48:26.714619,10,48,AM,60,2087.0,4174,195
2199,1228,310,Delayed,892,Bad,68,Aircraft3,354,Active,Airbus,A382,Airport382,City382,Country382,1304,True,A382,Airport382,City382,Country382,1304,True,2024-03-14,3,2024,22:59:04.849109,22,59,PM,2024-03-14,3,2024,23:29:04.849109,23,29,PM,30,2667.0,5334,44
2200,1229,109,Scheduled,381,Good,91,Aircraft36,248,Active,Airbus,A485,Airport485,City485,Country485,2628,False,A94,Airport94,City94,Country94,12,True,2024-04-14,4,2024,15:23:09.695886,15,23,PM,2024-04-14,4,2024,17:23:09.695886,17,23,PM,120,2873.0,5746,139
2202,1230,140,Delayed,619,Good,98,Aircraft33,201,Active,Airbus,A290,Airport290,City290,Country290,4097,True,A94,Airport94,City94,Country94,12,True,2024-05-28,5,2024,09:40:23.833831,9,40,AM,2024-05-28,5,2024,19:47:20.833831,19,47,PM,607,2646.407211028632,5293,61
2204,1231,100,Scheduled,599,Good,79,Aircraft18,207,Active,Boeing,A19,Airport19,City19,Country19,644,True,A200,Airport200,City200,Country200,1847,False,2024-05-10,5,2024,05:56:55.848077,5,56,AM,2024-05-10,5,2024,07:56:55.848077,7,56,AM,120,4073.0,8146,107
2206,1232,154,Scheduled,1098,Bad,85,Aircraft26,165,Active,Boeing,A295,Airport295,City295,Country295,4921,True,A360,Airport360,City360,Country360,2687,True,2024-04-29,4,2024,15:51:44.754574,15,51,PM,2024-04-29,4,2024,16:13:44.754574,16,13,PM,22,1584.0,3168,11
2208,1233,93,Scheduled,877,Bad,75,Aircraft13,144,Active,Airbus,A295,Airport295,City295,Country295,4921,True,A483,Airport483,City483,Country483,957,False,2024-04-01,4,2024,06:55:23.387509,6,55,AM,2024-04-01,4,2024,10:55:23.387509,10,55,AM,240,4885.0,9770,51
2210,1234,109,Delayed,929,Bad,82,Aircraft22,244,Active,Boeing,A214,Airport214,City214,Country214,442,True,A384,Airport384,City384,Country384,2786,True,2024-05-11,5,2024,09:01:09.470190,9,1,AM,2024-05-11,5,2024,12:01:09.470190,12,1,PM,180,4539.0,9078,135
2212,1235,190,Scheduled,701,Bad,77,Aircraft16,254,Active,Boeing,A340,Airport340,City340,Country340,3241,False,A258,Airport258,City258,Country258,1395,True,2024-03-11,3,2024,09:33:32.101283,9,33,AM,2024-03-11,3,2024,09:34:32.101283,9,34,AM,1,479.0,958,64
2214,1236,41,Scheduled,667,Bad,76,Aircraft15,276,Active,Airbus,A379,Airport379,City379,Country379,647,True,A41,Airport41,City41,Country41,1746,False,2024-05-16,5,2024,15:07:17.469735,15,7,PM,2024-05-16,5,2024,15:56:17.469735,15,56,PM,49,659.0,1318,235
2216,1237,109,Delayed,970,Bad,92,Aircraft38,257,Active,Boeing,A296,Airport296,City296,Country296,4270,True,A89,Airport89,City89,Country89,2391,True,2024-05-14,5,2024,15:11:22.287048,15,11,PM,2024-05-14,5,2024,17:11:22.287048,17,11,PM,120,3325.0,6650,148
2218,1238,100,Scheduled,164,Bad,95,Aircraft41,124,Active,Boeing,A161,Airport161,City161,Country161,1769,False,A350,Airport350,City350,Country350,1098,False,2024-05-03,5,2024,00:27:20.417726,0,27,AM,2024-05-03,5,2024,01:18:20.417726,1,18,AM,51,2891.0,5782,24
2220,1239,124,Delayed,498,Bad,85,Aircraft26,165,Active,Boeing,A126,Airport126,City126,Country126,3430,False,A175,Airport175,City175,Country175,1200,True,2024-03-27,3,2024,04:56:13.987325,4,56,AM,2024-03-27,3,2024,07:56:13.987325,7,56,AM,180,1736.0,3472,41
2222,1240,109,Delayed,395,Good,68,Aircraft3,354,Active,Airbus,A495,Airport495,City495,Country495,2905,False,A148,Airport148,City148,Country148,971,False,2024-03-29,3,2024,14:16:42.508740,14,16,PM,2024-03-29,3,2024,17:16:42.508740,17,16,PM,180,1378.0,2756,245
2224,1241,72,Scheduled,448,Bad,79,Aircraft18,207,Active,Boeing,A371,Airport371,City371,Country371,1969,False,A192,Airport192,City192,Country192,329,False,2024-05-20,5,2024,23:23:35.590604,23,23,PM,2024-05-21,5,2024,03:23:35.590604,3,23,AM,240,4181.0,8362,135
2226,1242,258,Delayed,853,Bad,81,Aircraft21,277,Active,Boeing,A232,Airport232,City232,Country232,2510,True,A357,Airport357,City357,Country357,3625,False,2024-03-19,3,2024,18:52:31.489470,18,52,PM,2024-03-19,3,2024,23:52:31.489470,23,52,PM,300,4508.0,9016,19
2228,1243,212,Scheduled,701,Bad,92,Aircraft38,257,Active,Boeing,A340,Airport340,City340,Country340,3241,False,A258,Airport258,City258,Country258,1395,True,2024-05-11,5,2024,04:11:12.768632,4,11,AM,2024-05-11,5,2024,04:34:12.768632,4,34,AM,23,479.0,958,45
2230,1244,17,Scheduled,237,Bad,92,Aircraft38,257,Active,Boeing,A457,Airport457,City457,Country457,2769,True,A380,Airport380,City380,Country380,36,False,2024-03-04,3,2024,13:35:05.396899,13,35,PM,2024-03-04,3,2024,14:23:05.396899,14,23,PM,48,436.0,872,240
2232,1245,27,Scheduled,672,Bad,77,Aircraft16,254,Active,Boeing,A406,Airport406,City406,Country406,2325,True,A47,Airport47,City47,Country47,741,False,2024-05-26,5,2024,07:33:18.292225,7,33,AM,2024-05-26,5,2024,09:33:18.292225,9,33,AM,120,2646.407211028632,5293,227
2234,1246,141,Delayed,171,Bad,98,Aircraft33,201,Active,Airbus,A176,Airport176,City176,Country176,4471,True,A350,Airport350,City350,Country350,1098,False,2024-03-31,3,2024,07:23:50.770064,7,23,AM,2024-03-31,3,2024,08:58:50.770064,8,58,AM,95,2790.0,5580,60
2236,1247,21,Scheduled,492,Good,95,Aircraft41,124,Active,Boeing,A156,Airport156,City156,Country156,3410,True,A169,Airport169,City169,Country169,2598,True,2024-03-04,3,2024,12:28:27.807107,12,28,PM,2024-03-04,3,2024,13:02:27.807107,13,2,PM,34,2646.407211028632,5293,103
2238,1248,84,Scheduled,500,Bad,95,Aircraft41,124,Active,Boeing,A322,Airport322,City322,Country322,4811,True,A218,Airport218,City218,Country218,2502,True,2024-03-29,3,2024,02:04:35.063584,2,4,AM,2024-03-29,3,2024,04:04:35.063584,4,4,AM,120,2646.407211028632,5293,40
2240,1249,99,Scheduled,774,Good,73,Aircraft10,182,Active,Airbus,A247,Airport247,City247,Country247,4035,True,A21,Airport21,City21,Country21,4423,False,2024-03-01,3,2024,13:18:44.299492,13,18,PM,2024-03-01,3,2024,13:47:44.299492,13,47,PM,29,3811.0,7622,83
2242,1250,109,Scheduled,124,Good,92,Aircraft38,257,Active,Boeing,A468,Airport468,City468,Country468,2387,False,A393,Airport393,City393,Country393,1792,True,2024-05-22,5,2024,00:43:18.978201,0,43,AM,2024-05-22,5,2024,01:02:18.978201,1,2,AM,19,3391.0,6782,148
2244,1251,121,Delayed,863,Bad,71,Aircraft6,337,Active,Boeing,A455,Airport455,City455,Country455,4205,False,A472,Airport472,City472,Country472,1821,False,2024-03-03,3,2024,22:22:53.857965,22,22,PM,2024-03-03,3,2024,22:48:53.857965,22,48,PM,26,4270.0,8540,216
2246,1252,104,Delayed,826,Good,73,Aircraft10,182,Active,Airbus,A138,Airport138,City138,Country138,3125,True,A376,Airport376,City376,Country376,1361,True,2024-03-27,3,2024,21:44:55.766624,21,44,PM,2024-03-27,3,2024,23:44:55.766624,23,44,PM,120,3217.0,6434,78
2248,1253,109,Scheduled,981,Good,91,Aircraft36,248,Active,Airbus,A335,Airport335,City335,Country335,2139,True,A139,Airport139,City139,Country139,1750,True,2024-05-28,5,2024,12:36:13.836838,12,36,PM,2024-05-28,5,2024,18:47:04.836838,18,47,PM,371,1627.0,3254,139
2250,1254,269,Scheduled,926,Good,104,Aircraft50,300,Active,Boeing,A63,Airport63,City63,Country63,2016,True,A382,Airport382,City382,Country382,1304,True,2024-05-25,5,2024,12:32:08.160976,12,32,PM,2024-05-25,5,2024,12:46:08.160976,12,46,PM,14,1967.0,3934,31
2252,1255,163,Delayed,579,Good,73,Aircraft10,182,Active,Airbus,A21,Airport21,City21,Country21,4423,False,A328,Airport328,City328,Country328,2616,True,2024-03-26,3,2024,00:30:47.888278,0,30,AM,2024-03-26,3,2024,02:30:47.888278,2,30,AM,120,2646.407211028632,5293,19
2254,1256,184,Scheduled,416,Bad,68,Aircraft3,354,Active,Airbus,A301,Airport301,City301,Country301,2916,False,A29,Airport29,City29,Country29,4345,False,2024-03-25,3,2024,17:13:14.567466,17,13,PM,2024-03-25,3,2024,22:13:14.567466,22,13,PM,300,3046.0,6092,170
2256,1257,109,Scheduled,909,Good,90,Aircraft25,238,Active,Boeing,A246,Airport246,City246,Country246,3595,True,A77,Airport77,City77,Country77,2624,True,2024-03-24,3,2024,11:56:30.159525,11,56,AM,2024-03-24,3,2024,14:56:30.159525,14,56,PM,180,2646.407211028632,5293,129
2258,1258,310,Delayed,443,Bad,68,Aircraft3,354,Active,Airbus,A452,Airport452,City452,Country452,431,False,A439,Airport439,City439,Country439,857,True,2024-05-21,5,2024,13:47:56.011591,13,47,PM,2024-05-21,5,2024,16:47:56.011591,16,47,PM,180,2646.407211028632,5293,44
2260,1259,6,Delayed,637,Bad,80,Aircraft15,177,Active,Boeing,A389,Airport389,City389,Country389,2203,False,A479,Airport479,City479,Country479,1478,False,2024-03-30,3,2024,20:40:20.170782,20,40,PM,2024-03-31,3,2024,01:40:20.170782,1,40,AM,300,1420.0,2840,171
2262,1260,109,Delayed,222,Bad,81,Aircraft21,277,Active,Boeing,A113,Airport113,City113,Country113,2284,True,A4,Airport4,City4,Country4,2797,False,2024-04-27,4,2024,07:31:00.160842,7,31,AM,2024-04-27,4,2024,08:15:00.160842,8,15,AM,44,394.0,788,168
2264,1261,174,Delayed,216,Bad,91,Aircraft36,248,Active,Airbus,A455,Airport455,City455,Country455,4205,False,A429,Airport429,City429,Country429,1955,True,2024-05-21,5,2024,09:54:14.588411,9,54,AM,2024-05-21,5,2024,10:48:14.588411,10,48,AM,54,119.0,238,74
2266,1262,166,Delayed,746,Bad,98,Aircraft33,201,Active,Airbus,A152,Airport152,City152,Country152,1699,False,A230,Airport230,City230,Country230,272,True,2024-03-08,3,2024,21:49:23.444868,21,49,PM,2024-03-08,3,2024,22:49:23.444868,22,49,PM,60,3280.0,6560,35
2268,1263,152,Scheduled,756,Bad,90,Aircraft25,238,Active,Boeing,A11,Airport11,City11,Country11,2289,True,A456,Airport456,City456,Country456,3904,True,2024-04-08,4,2024,07:30:16.420780,7,30,AM,2024-04-08,4,2024,09:21:16.420780,9,21,AM,111,830.0,1660,86
2270,1264,74,Delayed,733,Good,85,Aircraft26,165,Active,Boeing,A122,Airport122,City122,Country122,4050,True,A381,Airport381,City381,Country381,3509,True,2024-03-27,3,2024,22:18:30.694351,22,18,PM,2024-03-28,3,2024,02:18:30.694351,2,18,AM,240,102.0,204,91
2272,1265,176,Scheduled,703,Bad,80,Aircraft15,177,Active,Boeing,A106,Airport106,City106,Country106,318,False,A43,Airport43,City43,Country43,4724,True,2024-05-28,5,2024,02:58:52.836838,2,58,AM,2024-05-28,5,2024,19:31:49.836838,19,31,PM,993,4210.0,8420,1
2274,1266,141,Scheduled,102,Good,76,Aircraft15,276,Active,Airbus,A332,Airport332,City332,Country332,1476,True,A312,Airport312,City312,Country312,2734,True,2024-05-28,5,2024,22:15:33.836838,22,15,PM,2024-05-28,5,2024,23:31:01.836838,23,31,PM,75,2646.407211028632,5293,135
2276,1267,127,Scheduled,828,Bad,81,Aircraft21,277,Active,Boeing,A309,Airport309,City309,Country309,4567,True,A269,Airport269,City269,Country269,1729,True,2024-03-26,3,2024,20:07:13.532140,20,7,PM,2024-03-26,3,2024,23:07:13.532140,23,7,PM,180,4903.0,9806,150
2278,1268,129,Scheduled,571,Bad,98,Aircraft33,201,Active,Airbus,A363,Airport363,City363,Country363,3618,True,A251,Airport251,City251,Country251,4001,True,2024-04-29,4,2024,22:02:20.247309,22,2,PM,2024-04-30,4,2024,01:02:20.247309,1,2,AM,180,2308.0,4616,72
2280,1269,19,Scheduled,326,Good,90,Aircraft25,238,Active,Boeing,A342,Airport342,City342,Country342,4419,True,A305,Airport305,City305,Country305,2450,True,2024-04-12,4,2024,01:13:13.204867,1,13,AM,2024-04-12,4,2024,02:18:13.204867,2,18,AM,65,2646.407211028632,5293,219
2282,1270,109,Scheduled,334,Bad,73,Aircraft10,182,Active,Airbus,A382,Airport382,City382,Country382,1304,True,A60,Airport60,City60,Country60,281,True,2024-04-11,4,2024,18:19:53.214224,18,19,PM,2024-04-11,4,2024,21:19:53.214224,21,19,PM,180,839.0,1678,73
2284,1271,109,Delayed,498,Bad,81,Aircraft21,277,Active,Boeing,A126,Airport126,City126,Country126,3430,False,A175,Airport175,City175,Country175,1200,True,2024-04-28,4,2024,15:28:43.603816,15,28,PM,2024-04-28,4,2024,16:28:43.603816,16,28,PM,60,1736.0,3472,168
2286,1272,36,Delayed,550,Bad,80,Aircraft15,177,Active,Boeing,A369,Airport369,City369,Country369,223,False,A107,Airport107,City107,Country107,4853,True,2024-04-26,4,2024,00:09:38.530792,0,9,AM,2024-04-26,4,2024,01:09:38.530792,1,9,AM,60,2646.407211028632,5293,141
2288,1273,109,Scheduled,554,Bad,92,Aircraft38,257,Active,Boeing,A242,Airport242,City242,Country242,298,False,A319,Airport319,City319,Country319,4415,True,2024-04-12,4,2024,10:46:35.083315,10,46,AM,2024-04-12,4,2024,13:46:35.083315,13,46,PM,180,2646.407211028632,5293,148
2290,1274,34,Scheduled,731,Bad,95,Aircraft41,124,Active,Boeing,A223,Airport223,City223,Country223,3,True,A48,Airport48,City48,Country48,1849,True,2024-05-05,5,2024,16:40:20.538873,16,40,PM,2024-05-05,5,2024,18:21:20.538873,18,21,PM,101,2646.407211028632,5293,90
2292,1275,86,Scheduled,870,Good,104,Aircraft50,300,Active,Boeing,A227,Airport227,City227,Country227,1946,False,A102,Airport102,City102,Country102,4929,False,2024-03-18,3,2024,15:48:19.049982,15,48,PM,2024-03-18,3,2024,20:48:19.049982,20,48,PM,300,4083.0,8166,214
2294,1276,109,Scheduled,371,Bad,91,Aircraft36,248,Active,Airbus,A398,Airport398,City398,Country398,3265,False,A266,Airport266,City266,Country266,3000,True,2024-04-01,4,2024,14:56:02.166682,14,56,PM,2024-04-01,4,2024,15:20:02.166682,15,20,PM,24,2646.407211028632,5293,139
2296,1277,232,Delayed,642,Good,82,Aircraft22,244,Active,Boeing,A198,Airport198,City198,Country198,1606,True,A192,Airport192,City192,Country192,329,False,2024-05-13,5,2024,21:35:24.127736,21,35,PM,2024-05-14,5,2024,01:35:24.127736,1,35,AM,240,3303.0,6606,12
2298,1278,109,Scheduled,429,Bad,79,Aircraft18,207,Active,Boeing,A29,Airport29,City29,Country29,4345,False,A266,Airport266,City266,Country266,3000,True,2024-05-21,5,2024,06:28:10.515424,6,28,AM,2024-05-21,5,2024,10:28:10.515424,10,28,AM,240,4875.0,9750,98
2300,1279,109,Delayed,341,Bad,91,Aircraft36,248,Active,Airbus,A117,Airport117,City117,Country117,4482,True,A385,Airport385,City385,Country385,1647,False,2024-04-27,4,2024,09:39:08.480212,9,39,AM,2024-04-27,4,2024,11:39:08.480212,11,39,AM,120,920.0,1840,139
2302,1280,40,Delayed,983,Bad,82,Aircraft22,244,Active,Boeing,A131,Airport131,City131,Country131,2880,False,A357,Airport357,City357,Country357,3625,False,2024-03-02,3,2024,21:54:59.631127,21,54,PM,2024-03-02,3,2024,22:43:59.631127,22,43,PM,49,2858.0,5716,204
2304,1281,8,Delayed,345,Good,71,Aircraft6,337,Active,Boeing,A492,Airport492,City492,Country492,457,True,A260,Airport260,City260,Country260,2694,True,2024-03-27,3,2024,11:25:14.395150,11,25,AM,2024-03-27,3,2024,16:25:14.395150,16,25,PM,300,4300.0,8600,329
2306,1282,68,Scheduled,1032,Bad,73,Aircraft10,182,Active,Airbus,A360,Airport360,City360,Country360,2687,True,A487,Airport487,City487,Country487,4678,True,2024-03-22,3,2024,20:06:56.480887,20,6,PM,2024-03-22,3,2024,20:21:56.480887,20,21,PM,15,4133.0,8266,114
2308,1283,92,Delayed,996,Bad,91,Aircraft36,248,Active,Airbus,A479,Airport479,City479,Country479,1478,False,A312,Airport312,City312,Country312,2734,True,2024-05-10,5,2024,08:04:24.414798,8,4,AM,2024-05-10,5,2024,09:51:24.414798,9,51,AM,107,1420.0,2840,156
